,Test set mean_absolute_error,Training set mean_absolute_error,Training set size,Mean absolute error
172,11.129778489570858,6.716320621351423e-14,105,11.129778489570858
173,16.896255168651535,8.827647607610007e-14,105,16.896255168651535
174,14.099938292600765,1.1463422803596283e-13,105,14.099938292600765
175,9.251392377870937,1.17205716032047e-13,105,9.251392377870937
176,16.469206466645012,6.151269969580295e-14,105,16.469206466645012
177,18.716753104455,7.487767020176675e-14,105,18.716753104455
178,9.513870894255163,1.110476789887928e-13,105,9.513870894255163
179,11.07690089145112,7.890407903774065e-14,105,11.07690089145112
180,13.243232703874371,1.2167198465682477e-13,105,13.243232703874371
181,8.956581855750699,5.501630896885347e-14,105,8.956581855750699
182,17.880830047515182,4.5880759509080756e-14,105,17.880830047515182
183,15.16999785231614,7.782134724991574e-14,105,15.16999785231614
184,14.75838608130692,8.259213419001926e-14,105,14.75838608130692
185,13.236245872528663,9.51788912234839e-14,105,13.236245872528663
186,17.252051731936408,8.134022556034671e-14,105,17.252051731936408
187,10.090090814633992,1.1632599645443925e-13,105,10.090090814633992
188,9.915789248438163,1.209952772894342e-13,105,9.915789248438163
189,13.462240224870937,5.684341886080802e-14,105,13.462240224870937
190,18.964900730559272,9.226904954370444e-14,105,18.964900730559272
191,12.194041018792012,1.0624305668031974e-13,105,12.194041018792012
192,11.917505721709091,1.2410813117943082e-13,105,11.917505721709091
193,11.519819036892441,9.467136069794097e-14,105,11.519819036892441
194,13.197671101018976,7.643409714676507e-14,105,13.197671101018976
195,10.596405244364352,4.100846646386864e-14,105,10.596405244364352
196,14.282828239352186,5.57606870729831e-14,105,14.282828239352186
197,11.232585257436641,4.3579954459952814e-14,105,11.232585257436641
198,10.456492979882231,8.235528661143256e-14,105,10.456492979882231
199,13.630496638753131,5.5388498020918285e-14,105,13.630496638753131
200,12.27850351385125,9.350503564708545e-14,119,12.27850351385125
201,15.291701079465591,5.696283780799459e-14,119,15.291701079465591
202,9.805125297043206,6.466535990152844e-14,119,9.805125297043206
203,18.098910585485793,1.1912039981860504e-13,119,18.098910585485793
204,14.312550951131943,4.7767578874628585e-14,119,14.312550951131943
205,10.911412788777975,9.066883565140439e-14,119,10.911412788777975
206,11.106716662190006,6.311291358810302e-14,119,11.106716662190006
207,14.045046468696409,5.526111781058594e-14,119,14.045046468696409
208,13.677153228007047,6.227698095779702e-14,119,13.677153228007047
209,11.361124178327394,4.6230059929601476e-14,119,11.361124178327394
210,11.736210835676177,6.445637674395194e-14,119,11.736210835676177
211,14.965765473602929,5.4544604127466516e-14,119,14.965765473602929
212,16.768940117516987,5.856006622661498e-14,119,16.768940117516987
213,12.380873816077077,6.46355051647318e-14,119,12.380873816077077
214,11.224823727007212,5.4514749390669873e-14,119,11.224823727007212
215,9.42933947688686,5.50222799162128e-14,119,9.42933947688686
216,12.66527111130326,9.469922511895117e-14,119,12.66527111130326
217,12.18022320697509,6.006773043484545e-14,119,12.18022320697509
218,14.877805775468014,1.642906165919257e-13,119,14.877805775468014
219,9.34825823481514,6.650142621452198e-14,119,9.34825823481514
220,11.754393947859274,5.847050201622505e-14,119,11.754393947859274
221,18.35923187071644,1.129703240384966e-13,119,18.35923187071644
222,11.472918942452802,5.317128623482094e-14,119,11.472918942452802
223,15.204434767683134,4.376704414387844e-14,119,15.204434767683134
224,11.59421698533241,5.33504146556008e-14,119,11.59421698533241
225,7.974337396015342,1.0526780194496275e-13,119,7.974337396015342
226,13.327569368585934,6.036627780281187e-14,119,13.327569368585934
227,13.122775588830697,4.805119887419669e-14,119,13.122775588830697
228,10.821712061562351,7.98912756678163e-14,119,10.821712061562351
229,9.859458627698753,4.8215399926578226e-14,119,9.859458627698753
230,10.88379727167632,6.039613253960852e-14,119,10.88379727167632
231,7.0827812001159645,5.588806728331544e-14,119,7.0827812001159645
232,18.50091396303971,5.191738728936194e-14,119,18.50091396303971
233,12.345299270060833,7.150209462795966e-14,119,12.345299270060833
234,14.941613537975577,5.69031283344013e-14,119,14.941613537975577
235,11.09375883232639,4.982755571359694e-14,119,11.09375883232639
236,14.860025876580258,4.705106519150915e-14,119,14.860025876580258
237,10.908807639996844,4.418501045903144e-14,119,10.908807639996844
238,10.796473128704106,4.5767311509253513e-14,119,10.796473128704106
239,13.63717212850195,5.2872738866854515e-14,119,13.63717212850195
240,17.46510749733253,5.445503991707659e-14,119,17.46510749733253
241,11.252268879438136,4.639426098198301e-14,119,11.252268879438136
242,11.820812893325582,4.973799150320701e-14,119,11.820812893325582
243,10.901429178770828,6.666562726690352e-14,119,10.901429178770828
244,11.0685138091758,4.918567887246912e-14,119,11.0685138091758
245,10.987792737917289,5.79480441222838e-14,119,10.987792737917289
246,13.266887757602188,5.46043136010598e-14,119,13.266887757602188
247,11.667980795515293,6.221727148420374e-14,119,11.667980795515293
248,7.277933856079847,4.6991355717915867e-14,119,7.277933856079847
249,11.582190098881908,5.3857945181143726e-14,119,11.582190098881908
