,Test set mean_absolute_error,Training set mean_absolute_error,Training set size,Mean absolute error
122,7.928571428571429,0.0,90,7.928571428571429
123,7.6923076923076925,0.0,90,7.6923076923076925
124,15.692307692307692,0.0,90,15.692307692307692
125,11.923076923076923,0.0,90,11.923076923076923
126,14.923076923076923,0.0,90,14.923076923076923
127,9.692307692307692,0.0,90,9.692307692307692
128,14.615384615384615,0.0,90,14.615384615384615
129,11.153846153846153,0.0,90,11.153846153846153
130,11.928571428571429,0.0,90,11.928571428571429
131,12.714285714285714,0.0,90,12.714285714285714
132,9.0,0.0,90,9.0
133,15.923076923076923,0.0,90,15.923076923076923
134,11.76923076923077,0.0,90,11.76923076923077
135,16.615384615384617,0.0,90,16.615384615384617
136,17.846153846153847,0.0,90,17.846153846153847
137,11.384615384615385,0.0,90,11.384615384615385
138,17.153846153846153,0.0,90,17.153846153846153
139,19.615384615384617,0.0,90,19.615384615384617
140,14.714285714285714,0.0,90,14.714285714285714
141,14.785714285714286,0.0,90,14.785714285714286
142,18.714285714285715,0.0,90,18.714285714285715
143,13.76923076923077,0.0,90,13.76923076923077
144,12.0,0.0,90,12.0
145,10.76923076923077,0.0,90,10.76923076923077
146,21.23076923076923,0.0,90,21.23076923076923
147,15.076923076923077,0.0,90,15.076923076923077
148,13.846153846153847,0.0,90,13.846153846153847
149,5.3076923076923075,0.0,90,5.3076923076923075
150,18.857142857142858,0.0,105,18.857142857142858
151,7.857142857142857,0.0,105,7.857142857142857
152,11.714285714285714,0.0,105,11.714285714285714
153,7.461538461538462,0.0,105,7.461538461538462
154,15.23076923076923,0.0,105,15.23076923076923
155,13.76923076923077,0.0,105,13.76923076923077
156,7.923076923076923,0.0,105,7.923076923076923
157,13.538461538461538,0.0,105,13.538461538461538
158,9.846153846153847,0.0,105,9.846153846153847
159,14.461538461538462,0.0,105,14.461538461538462
160,14.857142857142858,0.0,105,14.857142857142858
161,9.571428571428571,0.0,105,9.571428571428571
162,12.642857142857142,0.0,105,12.642857142857142
163,11.307692307692308,0.0,105,11.307692307692308
164,9.846153846153847,0.0,105,9.846153846153847
165,17.0,0.0,105,17.0
166,5.076923076923077,0.0,105,5.076923076923077
167,12.307692307692308,0.0,105,12.307692307692308
168,8.0,0.0,105,8.0
169,11.692307692307692,0.0,105,11.692307692307692
170,10.428571428571429,0.0,105,10.428571428571429
171,18.357142857142858,0.0,105,18.357142857142858
172,8.857142857142858,0.0,105,8.857142857142858
173,7.153846153846154,0.0,105,7.153846153846154
174,11.384615384615385,0.0,105,11.384615384615385
175,11.846153846153847,0.0,105,11.846153846153847
176,13.076923076923077,0.0,105,13.076923076923077
177,8.76923076923077,0.0,105,8.76923076923077
178,6.538461538461538,0.0,105,6.538461538461538
179,11.0,0.0,105,11.0
180,12.428571428571429,0.0,105,12.428571428571429
181,8.071428571428571,0.0,105,8.071428571428571
182,6.142857142857143,0.0,105,6.142857142857143
183,8.615384615384615,0.0,105,8.615384615384615
184,14.846153846153847,0.0,105,14.846153846153847
185,8.23076923076923,0.0,105,8.23076923076923
186,20.153846153846153,0.0,105,20.153846153846153
187,6.615384615384615,0.0,105,6.615384615384615
188,10.923076923076923,0.0,105,10.923076923076923
189,14.076923076923077,0.0,105,14.076923076923077
190,14.142857142857142,0.0,105,14.142857142857142
191,12.857142857142858,0.0,105,12.857142857142858
192,12.785714285714286,0.0,105,12.785714285714286
193,11.384615384615385,0.0,105,11.384615384615385
194,7.3076923076923075,0.0,105,7.3076923076923075
195,10.153846153846153,0.0,105,10.153846153846153
196,11.538461538461538,0.0,105,11.538461538461538
197,12.692307692307692,0.0,105,12.692307692307692
198,13.461538461538462,0.0,105,13.461538461538462
199,8.538461538461538,0.0,105,8.538461538461538
200,14.5,0.0,119,14.5
201,10.642857142857142,0.0,119,10.642857142857142
202,17.642857142857142,0.0,119,17.642857142857142
203,4.923076923076923,0.0,119,4.923076923076923
204,13.615384615384615,0.0,119,13.615384615384615
205,13.384615384615385,0.0,119,13.384615384615385
206,6.153846153846154,0.0,119,6.153846153846154
207,6.6923076923076925,0.0,119,6.6923076923076925
